iter	RMSE
398	61.18990557
399	60.96044509
400	60.92200527
401	60.79839337
402	60.73302754
403	60.66103482
404	60.62219145
405	60.56518978
406	60.52781397
407	60.47356228
408	60.43357849
409	60.39581105
410	60.35408062
411	60.28531868
412	60.24600439
413	60.20912954
414	60.1681596
415	60.12616055
416	60.08971952
417	60.02538437
418	59.96962169
419	59.93120511
420	59.85611752
421	59.81891516
422	59.78109455
423	59.72285431
424	59.6527982
425	59.61451396
426	59.57730826
427	59.53409826
428	59.49383728
429	59.45703367
430	59.35405322
431	59.31815579
432	59.28382696
433	59.24771675
434	59.2103198
435	59.1462229
436	59.09506074
437	59.03517676
438	58.99932028
439	58.9616796
440	58.87922508
441	58.84382015
442	58.80304727
443	58.76995951
444	58.72960472
445	58.69470998
446	58.65726576
447	58.59139491
448	58.55711499
449	58.41834575
450	58.38626877
451	58.35470991
452	58.32286871
453	58.28909833
454	58.23950808
455	58.20594156
456	58.17086101
457	58.13258966
458	58.05034098
459	58.01590607
460	57.98384221
461	57.95170068
462	57.91825367
463	57.8879635
464	57.84911851
465	57.81115265
466	57.75700283
467	57.72350893
468	57.69099508
469	57.65878648
470	57.62847413
471	57.60134527
472	57.57162017
473	57.53185806
474	57.50575249
475	57.47495763
476	57.44457091
477	57.40675255
478	57.3760117
479	57.19724764
480	57.05626855
481	56.97197236
482	56.86732351
483	56.83193033
484	56.80375437
485	56.74339197
486	56.71369818
487	56.68420094
488	56.65496004
489	56.62598512
490	56.58240475
491	56.50661227
492	56.47778269
493	56.40359834
494	56.31762724
495	56.22715346
496	56.16120687
497	56.1319782
498	56.04835271
499	55.97998837
500	55.94442643
501	55.89739401
502	55.8265061
503	55.79635648
504	55.76808652
505	55.73639945
506	55.67664273
507	55.62717994
508	55.58501147
509	55.54150939
510	55.49927016
511	55.37404243
512	55.3371705
513	55.30233801
514	55.18966539
515	55.08452016
516	55.05303797
517	55.00112149
518	54.81790045
519	54.77252651
520	54.65261796
521	54.62493761
522	54.58976316
523	54.56101865
524	54.53283322
525	54.48707002
526	54.45481746
527	54.41280639
528	54.29364609
529	54.2683047
530	54.23928138
531	54.17961813
532	54.06343309
533	53.9288083
534	53.88050318
535	53.85334344
536	53.82422686
537	53.79559936
538	53.76715287
539	53.74035952
540	53.70607722
541	53.56130709
542	53.53497794
543	53.50832131
544	53.4416484
545	53.40877284
546	53.38108777
547	53.3480871
548	53.27996436
549	53.23932024
550	53.12500772
551	53.09745015
552	53.0700191
553	53.04476294
554	53.00769873
555	52.9812207
556	52.9270394
557	52.90000537
558	52.78367445
559	52.74604166
560	52.71906272
561	52.69234497
562	52.66763888
563	52.64322401
564	52.58230501
565	52.5580048
566	52.50691479
567	52.48153613
568	52.40939135
569	52.37010522
570	52.34560989
571	52.31721267
572	52.29467918
573	52.27030114
574	52.24463
575	52.15358158
576	52.11589314
577	52.0903136
578	52.06256278
579	52.03892159
580	52.01755863
581	51.94227031
582	51.91718168
583	51.86189435
584	51.8226954
585	51.76850371
586	51.74136532
587	51.68566813
588	51.66462448
589	51.64046053
590	51.61576892
591	51.59119789
592	51.5465561
593	51.49659455
594	51.45784919
595	51.40123214
596	51.29068835
597	51.26615022
598	51.21913997
599	51.19532919
600	51.17093963
601	51.1446876
602	51.11945083
603	51.08272946
604	51.05669021
605	51.00486539
606	50.97882
607	50.8685156
608	50.8439443
609	50.80923989
610	50.76206905
611	50.70455506
612	50.67360149
613	50.64329799
614	50.61053012
615	50.57374403
616	50.5415706
617	50.48425963
618	50.46005885
619	50.43416836
620	50.40853019
621	50.38503461
622	50.35153347
623	50.3270864
624	50.30246164
625	50.27090607
626	50.24673106
627	50.22316482
628	50.19934857
629	50.17695878
630	50.15179108
631	50.12846862
632	50.03953931
633	50.01748935
634	49.99569711
635	49.97275032
636	49.91564501
637	49.89402012
638	49.87112195
639	49.83949653
640	49.81705549
641	49.74591137
642	49.70800947
643	49.60337515
644	49.58294369
645	49.56119547
646	49.54224925
647	49.49802359
648	49.47605156
649	49.45389324
650	49.31966925
651	49.29903784
652	49.26509161
653	49.21826239
654	49.19827567
655	49.1682137
656	49.12879111
657	49.02511239
658	49.00296411
659	48.98102778
660	48.94974899
661	48.91021866
662	48.88227563
663	48.79791596
664	48.77202894
665	48.73844654
666	48.7171144
667	48.6801496
668	48.65862947
669	48.63360458
670	48.58051553
671	48.55926994
672	48.5098462
673	48.40523759
674	48.37024533
675	48.30021977
676	48.27446277
677	48.25336538
678	48.13064637
679	48.04418006
680	48.0153508
681	47.99427556
682	47.96526067
683	47.94327287
684	47.9181077
685	47.89831124
686	47.87659817
687	47.83536663
688	47.80189982
689	47.77658352
690	47.65892605
691	47.55118599
692	47.51420193
693	47.48952012
694	47.38919198
695	47.34055216
696	47.31947965
697	47.29651108
698	47.27627008
699	47.24669296
700	47.22551696
701	47.20564832
702	47.1863963
703	47.16385631
704	47.13376646
705	47.10426236
706	47.02303873
707	46.99537468
708	46.91893222
709	46.89884737
710	46.86403511
711	46.84481217
712	46.81911109
713	46.79921936
714	46.76778141
715	46.74700155
716	46.71316875
717	46.68353587
718	46.59752563
719	46.57288735
720	46.55318811
721	46.53249045
722	46.50643442
723	46.45291816
724	46.43227653
725	46.41172185
726	46.37942009
727	46.35316355
728	46.33344585
729	46.31614124
730	46.29954429
731	46.18082618
732	46.14678581
733	46.09555995
734	46.0795035
735	46.05699251
736	45.99964437
737	45.98086074
738	45.94800851
739	45.92778045
740	45.88932493
741	45.78983397
742	45.76965982
743	45.75193002
744	45.72353917
745	45.69653799
746	45.67366658
747	45.65865828
748	45.61055293
749	45.56082327
750	45.52650136
751	45.46626674
752	45.44510541
753	45.41621725
754	45.39871506
755	45.36110688
756	45.34444728
757	45.32674789
758	45.2952057
759	45.2660337
760	45.24911527
761	45.1897175
762	45.13751472
763	45.0332838
764	45.01551194
765	44.97140125
766	44.94442153
767	44.91491988
768	44.89605295
769	44.87098254
770	44.85232305
771	44.83284888
772	44.8120886
773	44.70801667
774	44.68938178
775	44.66991072
776	44.65286175
777	44.62951752
778	44.59861663
779	44.57867728
780	44.55946161
781	44.53858918
782	44.52184207
783	44.42195884
784	44.39735037
785	44.36451009
786	44.34409513
787	44.31326486
788	44.27866552
789	44.2517999
790	44.23267681
791	44.20365844
792	44.1690091
793	44.14966656
794	44.12836094
795	44.10910219
796	44.05226728
797	44.03092534
798	44.01209016
799	43.9957018
800	43.96651783
801	43.93237683
802	43.91573378
803	43.89990598
804	43.87296968
805	43.79619746
806	43.78122024
807	43.75303873
808	43.72209616
809	43.69068179
810	43.63050447
811	43.52476951
812	43.5017506
813	43.39675197
814	43.36958875
815	43.33430002
816	43.31545766
817	43.29679056
818	43.23710573
819	43.21029544
820	43.18169622
821	43.1664496
822	43.14106281
823	43.123597
824	43.09942718
825	43.01085169
826	42.99235467
827	42.97773994
828	42.9595055
829	42.94348559
830	42.92549622
831	42.90379609
832	42.88327788
833	42.7938789
834	42.74885639
835	42.73216357
836	42.70357321
837	42.66979077
838	42.65171115
839	42.60364224
840	42.57567383
841	42.5593967
842	42.53200944
843	42.51296035
844	42.49857718
845	42.48074004
846	42.41221608
847	42.39659885
848	42.30438761
849	42.28754776
850	42.25070607
851	42.23418918
852	42.20453655
853	42.17006451
854	42.1514136
855	42.04928018
856	42.02766633
857	42.0100409
858	41.99253915
859	41.9760815
860	41.95844395
861	41.93155232
862	41.9172716
863	41.83048758
864	41.80409791
865	41.78827299
866	41.7547596
867	41.73248289
868	41.60732858
869	41.585125
870	41.56900016
871	41.55177371
872	41.53959686
873	41.51225841
874	41.49653952
875	41.48117514
876	41.46560747
877	41.43984494
878	41.42410086
879	41.39915399
880	41.38345232
881	41.3557791
882	41.33529804
883	41.31198782
884	41.27844485
885	41.25665131
886	41.2329704
887	41.21663582
888	41.18828482
889	41.13143279
890	41.10803039
891	41.08770389
892	41.04795835
893	41.03105839
894	41.01430307
895	40.99814251
896	40.96949989
897	40.95407778
898	40.93746332
899	40.91573638
900	40.86222774
901	40.83051356
902	40.81468348
903	40.79598383
904	40.76682641
905	40.74360826
906	40.72709251
907	40.71213028
908	40.69573564
909	40.59745681
910	40.58103259
911	40.56680349
912	40.55261664
913	40.53864632
914	40.48901257
915	40.41650367
916	40.39827084
917	40.38395081
918	40.36920489
919	40.35035102
920	40.33550756
921	40.32073022
922	40.30540647
923	40.28229942
924	40.25083412
925	40.23814829
926	40.18675512
927	40.15489391
928	40.14125074
929	40.12752552
930	40.10919872
931	40.05272338
932	40.02861145
933	40.01042429
934	39.98443517
935	39.96228619
936	39.94899527
937	39.91772152
938	39.89487086
939	39.81221906
940	39.79056215
941	39.77738708
942	39.76187797
943	39.69789718
944	39.68208103
945	39.66920603
946	39.57754793
947	39.48417945
948	39.46972783
949	39.45549704
950	39.42519329
951	39.3348094
952	39.31909683
953	39.27568713
954	39.2599686
955	39.24636764
956	39.23082931
957	39.21791794
958	39.19730257
959	39.18319009
960	39.16898731
961	39.11873418
962	39.09387158
963	39.06397007
964	39.05205788
965	38.96148498
966	38.92927889
967	38.89377194
968	38.87961667
969	38.8538781
970	38.83507647
971	38.8212697
972	38.80557806
973	38.787538
974	38.77343511
975	38.75832287
976	38.70103769
977	38.67463043
978	38.65947099
979	38.64563409
980	38.62179358
981	38.60816093
982	38.59548833
983	38.54219018
984	38.51308044
985	38.45189988
986	38.42799353
987	38.41296834
988	38.39762499
989	38.3827143
990	38.36390251
991	38.35036884
992	38.33791628
993	38.32451837
994	38.30868703
995	38.28538746
996	38.27074732
997	38.24603839
998	38.23302788
999	38.12344736
