vote_count,original_language,popularity,genres,cast,budget,directors
6700,Telugu,48.91,Action,Prabhas,35,Koratala Siva
7300,Kannada,48.91,Action,Other,20,Other
7300,Hindi,48.91,Drama,Other,12,Other
9400,Hindi,48.88,Cop,John Abraham,55,Other
6600,English,48.84,Drama,Other,8,Other
6600,Hindi,48.84,Crime,Other,8,Other
6100,Malayalam,48.8,Comedy,Kunchacko Boban,8,Other
6100,Malayalam,48.8,Biography,Prithviraj Sukumaran,13,Other
6400,Hindi,48.64,Legal,John Abraham,35,Other
7700,Hindi,48.51,Action,Sidharth Malhotra,50,Raj & DK
7700,Hindi,48.51,Drama,Other,27,Other
5500,Bengali,48.4,Biography,Other,12,Other
8200,Hindi,48.38,Comedy,Other,35,Other
7000,Malayalam,48.3,Thriller,Mammootty,28,Other
6700,Telugu,48.24,Thriller,Other,20,Other
6700,Telugu,48.24,Mystery,Other,8,Other
7200,Hindi,48.24,Drama,Emraan Hashmi,37,Mohit Suri
6600,Tamil,48.18,Crime,Other,25,Other
6500,Hindi,48.1,Comedy,Other,10,Other
7400,Hindi,48.1,Comedy,Naseeruddin Shah,3,Other
5700,Tamil,47.88,Action,Other,5,Other
6300,Tamil,47.88,Romantic,Other,25,Atlee
5900,Tamil,47.79,Comedy,Other,10,Other
7700,Hindi,47.74,Action,Taapsee Pannu,33,Other
14000,Hindi,47.6,Comedy,Other,42,Other
9500,Hindi,47.5,Action,Akshay Kumar,91,Prabhu Deva
6500,Hindi,47.45,Romantic,Aamir Khan,2,Other
11000,Tamil,47.3,Adventure,Joseph Vijay,118,Other
11000,Hindi,47.3,Comedy,Rajkummar Rao,35,Other
11000,Hindi,47.3,Action,Ajay Devgn,55,Other
6300,Malayalam,47.25,Action,Kunchacko Boban,18,Other
6300,Hindi,47.25,Drama,Other,8,Other
7500,Telugu,47.25,Action,Other,8,Other
6200,Telugu,47.12,Drama,Other,8,Other
8400,Hindi,47.04,Biography,Taapsee Pannu,35,Srijit Mukherji
6900,Telugu,46.92,Action,N.T. Rama Rao Jr.,100,Other
7200,Hindi,46.8,Comedy,Ajay Devgn,25,Other
7800,Hindi,46.8,Crime,Anil Kapoor,38,Sanjay Gupta
7900,Tamil,46.61,Cop,Rajinikanth,200,A.R. Murugadoss
6200,Hindi,46.5,Biography,Taapsee Pannu,35,Other
5800,Telugu,46.4,Drama,Other,20,Sekhar Kammula
6100,Bengali,46.36,Action,Other,15,Other
6100,Telugu,46.36,Action,Prabhas,8,S.S. Rajamouli
8100,Hindi,46.17,Cop,John Abraham,50,Other
10000,Hindi,46.0,Slapstick,Akshay Kumar,75,Farhad Samji
5600,Telugu,45.92,Comedy,Other,5,Other
5400,Tamil,45.9,Comedy,Kamal Haasan,4,Other
7400,Hindi,45.88,Action,Sanjay Dutt,41,Rohit Shetty
6100,Hindi,45.75,Comedy,Other,6,Other
6100,Hindi,45.75,Comedy,Other,9,Other
7600,Telugu,45.6,Horror,Other,8,Other
12000,Hindi,45.6,Action,Kangana Ranaut,90,Other
5300,Malayalam,45.58,Drama,Mohanlal,1,Other
6900,Hindi,45.54,Comedy,Abhishek Bachchan,18,Other
6400,Hindi,45.44,Documentary,Other,2,Dibakar Banerjee
5900,Malayalam,45.43,Comedy,Other,6,Other
7200,Kannada,45.36,Action,Other,45,Other
8400,Telugu,45.36,Comedy,Other,50,Other
6200,Malayalam,45.26,Action,Other,12,Other
6200,Marathi,45.26,Mystery,Other,8,Other
7300,Hindi,45.26,Action,Salman Khan,6,David Dhawan
7300,Hindi,45.26,Comedy,Ajay Devgn,10,Indra Kumar
6100,Telugu,45.14,Romantic,Other,14,Sekhar Kammula
5500,Bengali,45.1,Drama,Other,35,Satyajit Ray
7500,Tamil,45.0,Cop,Suriya,75,Hari
8600,Hindi,44.72,Drama,Ranbir Kapoor,40,Sanjay Leela Bhansali
7200,Tamil,44.64,Thriller,Suriya,60,K.V. Anand
12000,Hindi,44.4,Action,Varun Dhawan,65,David Dhawan
5400,Telugu,44.28,Crime,Other,5,Other
5900,Hindi,44.25,Mystery,Other,11,Other
5600,Hindi,44.24,Comedy,Other,4,Other
5600,Tamil,44.24,Action,Joseph Vijay,12,Other
6500,Malayalam,44.2,Crime,Tovino Thomas,8,Other
6800,Hindi,44.2,Cop,Aditya Roy Kapoor,50,Other
6800,Hindi,44.2,Comedy,Other,12,Other
6400,Malayalam,44.16,Action,Tovino Thomas,20,Other
6300,Tamil,44.1,Drama,Other,3,Other
5800,Tamil,44.08,Tech,Vishal,25,Other
5500,Malayalam,44.0,Crime,Other,4,Other
11000,Tamil,44.0,Action,Rajinikanth,165,Siva
5300,Bengali,43.99,Drama,Other,0,Satyajit Ray
5700,Malayalam,43.89,Drama,Other,13,Other
7700,Hindi,43.89,Romantic,Other,60,Siddharth Anand
5400,Malayalam,43.74,Action,Other,5,Other
5600,Hindi,43.68,Horror,Other,4,Ram Gopal Varma
5900,Malayalam,43.66,Action,Other,6,Other
6600,Tamil,43.56,Action,Vikram,150,Other
6700,Hindi,43.55,Action,Akshay Kumar,4,Other
6700,Hindi,43.55,Comedy,Amitabh Bachchan,55,Other
5800,Tamil,43.5,Action,Vishal,45,Other
6300,Hindi,43.47,Political,Other,40,Other
6900,Hindi,43.47,Comedy,Akshay Kumar,11,David Dhawan
5300,Tamil,43.46,Drama,Joseph Vijay,4,Other
5100,Telugu,43.35,Family,Other,5,Other
5400,Tamil,43.2,Romantic,Other,10,Other
6000,English,43.2,Drama,Abhay Deol,20,Other
8000,Hindi,43.2,Comedy,Shah Rukh Khan,18,Other
5200,Malayalam,43.16,Drama,Mammootty,10,Other
8300,Hindi,43.16,Adventure,Saif Ali Khan,65,Sriram Raghavan
5600,Malayalam,43.12,Comedy,Fahadh Faasil,6,Other
5900,Hindi,43.07,Action,Other,9,Other
5000,Malayalam,43.0,Comedy,Mohanlal,1,Priyadarshan
10000,Hindi,43.0,Action Epic,Akshay Kumar,80,Nikkhil Advani
5300,Malayalam,42.93,Comedy,Other,4,Other
7400,Hindi,42.92,Romantic,Other,32,Other
6600,Hindi,42.9,Comedy,Other,30,Other
6400,Hindi,42.88,History,John Abraham,40,Other
5100,Malayalam,42.84,Drama,Mohanlal,3,Other
5100,Malayalam,42.84,Action,Mohanlal,55,Other
6800,Hindi,42.84,Comedy,Other,24,Vishal Bhardwaj
8900,Hindi,42.72,Action,Deepika Padukone,50,Other
5400,Hindi,42.66,Drama,Other,7,Other
7900,Hindi,42.66,Drama,Sidharth Malhotra,50,Other
5800,Hindi,42.34,Biography,Other,31,Shaad Ali
5100,Telugu,42.33,Drama,Pawan Kalyan,25,Other
5600,Hindi,42.0,Crime,Other,2,Other
5600,Telugu,42.0,Comedy,Other,4,Other
7000,Tamil,42.0,Crime,Other,8,Other
15000,Hindi,42.0,Caper,Akshay Kumar,45,Other
7100,Hindi,41.89,Comedy,Kangana Ranaut,32,Other
5500,Marathi,41.8,Drama,Other,3,Other
5700,Telugu,41.61,Drama,Other,20,Other
5700,Hindi,41.61,Biography,Other,30,Other
5700,Hindi,41.61,Comedy,Abhay Deol,7,Other
5200,Tamil,41.6,Time Travel,Other,8,Other
5400,Hindi,41.58,Drama,Ajay Devgn,8,Other
5400,Tamil,41.58,Comedy,Other,5,Other
6300,Hindi,41.58,Romantic,Salman Khan,7,Other
6600,Tamil,41.58,Action,Suriya,60,Other
9000,Hindi,41.4,Action,Salman Khan,80,Other
5900,Malayalam,41.3,Kung Fu,Other,8,Other
5500,Malayalam,41.25,Action,Nivin Pauly,4,Other
5200,Malayalam,41.08,Action,Dulquer Salmaan,8,Other
5200,Tamil,41.08,Action,Suriya,15,Mani Ratnam
6300,Hindi,40.95,Mystery,Vidya Balan,25,Other
6300,Hindi,40.95,Crime,Other,32,Other
6200,Hindi,40.92,Drama,Other,15,Other
6600,Hindi,40.92,Crime,Other,20,Other
6600,Tamil,40.92,Action,Other,75,K.V. Anand
5600,Hindi,40.88,Drama,Rajkummar Rao,7,Hansal Mehta
5300,Hindi,40.81,Action,Sunny Deol,2,Rajkumar Santoshi
4800,Malayalam,40.8,Action,Mohanlal,10,Priyadarshan
4800,Tamil,40.8,Action,Kamal Haasan,8,Other
5500,Punjabi,40.7,Action,Other,25,Other
4900,Tamil,40.67,Action,Other,270,Other
5400,Hindi,40.5,Crime,Other,3,Other
7500,Hindi,40.5,Biography,Other,65,Other
4700,Tamil,40.42,Crime,Kamal Haasan,3,Other
5600,Malayalam,40.32,Crime,Other,6,Other
5100,Hindi,40.29,Comedy,Other,3,Other
5100,Tamil,40.29,Political,Karthi,12,Other
7900,Telugu,40.29,Action,Chiranjeevi,100,Other
6100,Tamil,40.26,Action,Vishal,45,Other
6000,Hindi,40.2,Thriller,Other,10,Other
6000,Tamil,40.2,Action Epic,Other,35,Other
6700,Telugu,40.2,Cop,Allu Arjun,50,Other
5500,Hindi,40.15,Legal,Other,15,Other
5500,Telugu,40.15,Action,Other,20,Other
5800,Hindi,40.02,Comedy,Other,12,Other
5400,Malayalam,39.96,Comedy,Mammootty,12,Lijo Jose Pellissery
5400,Hindi,39.96,Action,Ajay Devgn,18,Prakash Jha
5700,Hindi,39.9,Comedy,Vidya Balan,20,Other
4800,Tamil,39.84,Action,Kamal Haasan,4,Other
5100,Hindi,39.78,Comedy,Other,7,Other
7100,Hindi,39.76,Comedy,Other,30,Other
6300,Hindi,39.69,Crime,Emraan Hashmi,18,Other
6100,Telugu,39.65,Comedy,Other,12,Other
5500,Hindi,39.6,Action,Saif Ali Khan,45,Other
5500,Tamil,39.6,Action,Vijay Sethupathi,18,Other
5500,Telugu,39.6,Action,Other,10,Other
5000,English,39.5,Drama,Other,4,Other
5800,Hindi,39.44,Romantic,Amitabh Bachchan,18,R Balki
4800,Malayalam,39.36,Psychological,Other,4,Other
5700,Hindi,39.33,Drama,Aamir Khan,7,Other
5700,Hindi,39.33,Documentary,Other,30,Ram Gopal Varma
5300,Telugu,39.22,Action,Other,25,Other
4900,Telugu,39.2,Comedy,Other,8,Other
7000,Hindi,39.2,Family,Vicky Kaushal,40,Other
6200,Hindi,39.06,Adventure,Other,35,Other
6100,Hindi,39.04,Comedy,Other,28,Other
4700,Hindi,39.01,Comedy,Other,0,Other
8300,Hindi,39.01,Drama,Other,35,Mohit Suri
7800,Hindi,39.0,Romantic,Other,50,Other
5900,Hindi,38.94,Comedy,Aamir Khan,3,Indra Kumar
5900,Hindi,38.94,Crime,Rani Mukerji,18,Karan Johar
6600,Malayalam,38.94,Action,Prithviraj Sukumaran,30,Other
5400,Marathi,38.88,Drama,Other,15,Other
5800,Malayalam,38.86,Action,Mammootty,10,Other
5700,Kannada,38.76,Action,Other,60,Upendra
6800,English,38.76,Road Trip,Deepika Padukone,39,Other
4500,Malayalam,38.7,Comedy,Other,100,Other
4600,Hindi,38.64,Drama,Naseeruddin Shah,1,Other
5600,Malayalam,38.64,Action,Dulquer Salmaan,6,Other
4700,Tamil,38.54,Comedy,Kamal Haasan,14,K.S. Ravikumar
5000,Telugu,38.5,Action,Ravi Teja,11,S.S. Rajamouli
5200,Malayalam,38.48,Comedy,Other,8,Other
6200,Hindi,38.44,Action,John Abraham,45,Other
6300,Hindi,38.43,Comedy,Aditya Roy Kapoor,30,Other
6300,Hindi,38.43,Romantic,Ayushmann Khurrana,22,Other
4800,Malayalam,38.4,Action,Other,8,Other
6400,Hindi,38.4,Action,Akshay Kumar,7,Other
6500,Hindi,38.35,Drama,Shahid Kapoor,48,Other
4300,Kannada,38.27,Crime,Other,2,Upendra
5100,Hindi,38.25,Romance,Other,6,Other
4600,Telugu,38.18,Romantic,Other,8,Other
8300,Hindi,38.18,Horror,Other,12,Other
7200,Hindi,38.16,Action,Shahid Kapoor,60,Prabhu Deva
6100,Hindi,37.82,Crime,Other,20,Other
6100,Hindi,37.82,Drama,Amitabh Bachchan,55,Prakash Jha
6200,Hindi,37.82,Action,Other,20,Other
4500,Tamil,37.8,Drama,Other,1,Mani Ratnam
5900,Hindi,37.76,Romance,Other,29,Other
4600,Kannada,37.72,Drama,Other,6,Other
6600,Hindi,37.62,Comedy,Other,12,David Dhawan
6700,Tamil,37.52,Action,Rajinikanth,120,K.S. Ravikumar
5000,Malayalam,37.5,Action,Fahadh Faasil,10,Amal Neerad
4800,Hindi,37.44,Drama,Other,12,Other
4800,Telugu,37.44,Crime,Other,8,Other
4600,Hindi,37.26,Comedy,Other,0,Other
4900,Telugu,37.24,Action,Nani,35,Vikram K. Kumar
4900,Hindi,37.24,Political,Other,35,Ram Gopal Varma
5300,Telugu,37.1,Comedy,Taapsee Pannu,8,Other
6500,Hindi,37.05,Comedy,Amitabh Bachchan,30,R Balki
10000,Malayalam,37.0,Action,Mohanlal,25,Other
4800,Tamil,36.96,Drama,Other,5,Other
4800,Malayalam,36.96,Action,Mammootty,8,Other
5600,Hindi,36.96,Crime,Amitabh Bachchan,24,Sanjay Gupta
4700,Hindi,36.66,Drama,Other,0,Other
4700,Telugu,36.66,Drama,Mahesh Babu,8,Other
8300,Hindi,36.52,Action,Akshay Kumar,45,Other
8900,English,36.49,Comedy,Other,45,Other
6500,Hindi,36.4,Comedy,Other,22,Abbas-Mustan
6600,Hindi,36.3,Action,Ranbir Kapoor,120,Anurag Kashyap
8400,Hindi,36.12,Quest,Ajay Devgn,90,Indra Kumar
4500,Kannada,36.0,Action,Rakshit Shetty,12,Other
4500,Bengali,36.0,Drama,Other,1,Satyajit Ray
4500,Telugu,36.0,Comedy,Other,8,Other
4800,Hindi,36.0,Drama,Other,10,Other
4800,Hindi,36.0,Drama,Other,6,Sanjay Leela Bhansali
5000,Tamil,36.0,Action,Sivakarthikeyan,75,Other
10000,Kannada,36.0,Action,Other,25,Other
4600,Hindi,35.88,Quest,Other,35,Nagesh Kukunoor
6400,Hindi,35.84,Comedy,Other,44,Vishal Bhardwaj
4400,Bengali,35.64,Comedy,Other,2,Other
5400,Telugu,35.64,Psychological,Other,8,Other
4500,Kannada,35.55,Action,Other,25,Other
4800,Hindi,35.52,Crime,Irrfan Khan,10,Other
7400,Hindi,35.52,Action,Other,45,Other
5000,Telugu,35.5,Action,N.T. Rama Rao Jr.,30,Vamshi Paidipally
4600,Hindi,35.42,Drama,Other,8,Other
4200,Telugu,35.28,Drama,Other,6,Other
4900,Telugu,35.28,Action,N.T. Rama Rao Jr.,2,S.S. Rajamouli
4900,Telugu,35.28,Comedy,Other,50,Other
4300,Tamil,35.26,Romance,Karthi,2,Other
5500,Tamil,35.2,Action,Dhanush,35,Other
5400,Tamil,35.1,Drama,Other,8,Other
4800,Hindi,35.04,Biography,Nawazuddin Siddiqui,20,Other
4600,Malayalam,34.96,Action,Nivin Pauly,5,Other
8500,Hindi,34.85,Comedy,Ranveer Singh,70,Other
4700,Gujarati,34.78,Drama,Other,8,Other
6100,Hindi,34.77,Biography,Emraan Hashmi,38,Other
6200,Hindi,34.72,Action,Shahid Kapoor,32,Vikram Bhatt
4500,Malayalam,34.65,Drama,Mammootty,6,Other
4500,Tamil,34.65,Drama,Dhanush,18,K. Selvaraghavan
4800,Hindi,34.56,Romantic,Aamir Khan,2,Other
4600,Malayalam,34.5,Drama,Mammootty,15,Other
4600,Malayalam,34.5,Drama,Nivin Pauly,4,Other
4100,Kannada,34.44,Comedy,Other,2,Other
4200,Bengali,34.44,Thriller,Other,6,Srijit Mukherji
3900,Kannada,34.32,Drama,Other,4,Upendra
7800,Hindi,34.32,Action,Akshay Kumar,85,Milan Luthria
5100,Malayalam,34.17,Action,Other,20,Other
6700,Hindi,34.17,Comedy,Hrithik Roshan,28,Other
5600,Tamil,34.16,Thriller,Dhanush,60,K. Selvaraghavan
6100,Hindi,34.16,Comedy,Salman Khan,35,David Dhawan
5500,Hindi,34.1,Action,Sunny Deol,50,Other
5500,Telugu,34.1,Action,Ravi Teja,40,Other
5500,Tamil,34.1,Action Epic,Rajinikanth,125,Other
6200,Hindi,34.1,Suspense,Akshay Kumar,60,Nagesh Kukunoor
4800,Telugu,34.08,Legal,Other,8,Other
4300,Tamil,33.97,Romance,Ajith Kumar,5,Other
4400,Assamese,33.88,Drama,Other,5,Other
4400,Telugu,33.88,Comedy,Nani,8,Other
4700,Hindi,33.84,Action,Other,28,Vishal Bhardwaj
4500,Hindi,33.75,Action,Sunny Deol,6,Rajkumar Santoshi
5100,Telugu,33.66,Action,Other,30,Other
4100,Malayalam,33.62,Comedy,Other,6,Lijo Jose Pellissery
4200,Malayalam,33.6,Drama,Other,6,Other
4800,Telugu,33.6,Comedy,Prabhas,28,Other
4600,Malayalam,33.58,Action,Mohanlal,7,Priyadarshan
5500,Hindi,33.55,Action,Other,28,Other
4300,Telugu,33.54,Comedy,Other,10,Other
5300,Tamil,33.39,Action,Vishal,25,Other
6300,Tamil,33.39,Crime,Suriya,75,Other
6300,Hindi,33.39,Comedy,Shahid Kapoor,29,Aziz Mirza
3900,Tamil,33.15,Comedy,Rajinikanth,12,Other
5100,Tamil,33.15,Action,Joseph Vijay,18,Other
4600,Malayalam,33.12,Crime,Other,18,Other
4800,Gujarati,33.12,Drama,Other,12,Other
4800,Tamil,33.12,Action,Vikram,55,Mani Ratnam
4300,Malayalam,33.11,Action,Mammootty,8,Amal Neerad
4400,Hindi,33.0,Cop,Amitabh Bachchan,60,Other
6100,Hindi,32.94,Horror,Vicky Kaushal,35,Other
4700,Telugu,32.9,Romantic,Other,35,Other
5300,Tamil,32.86,Drama,Other,10,Other
4100,Telugu,32.8,Action,Other,2,Ram Gopal Varma
4200,Hindi,32.76,Legal,Other,2,Rajkumar Santoshi
5200,Telugu,32.76,Action,N.T. Rama Rao Jr.,50,Other
5200,Hindi,32.76,Crime,Other,12,Other
6300,Hindi,32.76,Action,Other,100,Ashutosh Gowariker
3800,Kannada,32.68,Drama,Other,5,Other
3700,Tamil,32.56,Drama,Kamal Haasan,1,Other
4400,Marathi,32.56,Drama,Other,8,Other
4400,Telugu,32.56,Comedy,Prabhas,18,Other
5500,Hindi,32.45,Political,Amitabh Bachchan,75,Prakash Jha
5900,Hindi,32.45,Action,Shah Rukh Khan,24,Other
4100,Tamil,32.39,Comedy,Kamal Haasan,14,Other
3900,Telugu,32.37,Action,Other,20,Other
3800,Punjabi,32.3,Romance,Other,5,Other
5100,Tamil,32.13,Drama,Dulquer Salmaan,35,Other
5000,Hindi,32.0,Comedy,Other,18,Other
3900,Tamil,31.98,Action,Other,5,Other
4100,Telugu,31.98,Romance,Other,8,Prabhu Deva
4100,Telugu,31.98,Action,Other,30,Other
4700,Telugu,31.96,Romance,Other,30,Sekhar Kammula
4500,Hindi,31.95,Action,Other,8,Other
5600,Tamil,31.92,Action,Suriya,70,K. Selvaraghavan
5600,Hindi,31.92,Action,Other,45,Other
5500,Hindi,31.9,Crime,Other,18,Other
5400,Hindi,31.86,Comedy,Emraan Hashmi,30,Other
7400,Hindi,31.82,Romantic,Akshay Kumar,65,Vipul Amrutlal Shah
5200,Tamil,31.72,Action,Vishal,55,Other
4400,Telugu,31.68,Mystery,Other,12,Other
4400,Malayalam,31.68,Action,Prithviraj Sukumaran,15,Other
6600,Hindi,31.68,Comedy,Akshay Kumar,35,Anees Bazmee
5100,Hindi,31.62,Comedy,Rajkummar Rao,35,Other
4000,Telugu,31.6,Drama,Other,5,Other
3800,Telugu,31.54,Drama,Other,3,Radha Krishna Jagarlamudi
3800,Punjabi,31.54,Comedy,Other,4,Other
3800,Tamil,31.54,Comedy,Other,5,Other
4200,Hindi,31.5,Comedy,Other,1,Satyajit Ray
4200,Telugu,31.5,Comedy,Nani,20,Other
4500,Malayalam,31.5,Action,Dulquer Salmaan,18,Other
3700,Tamil,31.45,Drama,Other,8,Other
3700,Malayalam,31.45,Drama,Mohanlal,15,Other
4900,Malayalam,31.36,Drama,Kunchacko Boban,6,Other
6400,Telugu,31.36,Drama,Other,8,Other
4400,Malayalam,31.24,Drama,Other,10,Other
3900,Tamil,31.2,Drama,Other,18,Karthik Subbaraj
6500,Telugu,31.2,Action,Other,110,Other
5100,Telugu,31.11,Mystery,Other,15,Other
4500,Telugu,31.05,Crime,Other,4,Other
6900,Hindi,31.05,Comedy,Other,35,Indra Kumar
5000,Tamil,31.0,Action,Karthi,40,Other
4300,Tamil,30.96,Comedy,Other,22,S. Shankar
4900,Kannada,30.87,Action,Other,45,Other
3500,Punjabi,30.8,Drama,Other,10,Other
5600,Hindi,30.8,Comedy,Salman Khan,13,Abbas-Mustan
14000,Hindi,30.8,Action,Other,85,Other
3800,Tamil,30.78,Crime,Other,3,H. Vinoth
5400,Telugu,30.78,Action,Other,70,Venkat Prabhu
5700,Urdu,30.78,Drama,Aditya Roy Kapoor,70,Abhishek Kapoor
5700,Hindi,30.78,Drama,Other,18,Other
5200,Tamil,30.68,Action,Suriya,45,Venkat Prabhu
5900,Hindi,30.68,Comedy,Salman Khan,45,Nikkhil Advani
3600,Malayalam,30.6,Adventure,Other,8,Other
6500,Hindi,30.55,Sport,Other,45,Other
4300,Tamil,30.53,Biography,Other,30,Other
7100,Hindi,30.53,Action,John Abraham,88,Anees Bazmee
3900,Hindi,30.42,Action,Other,2,Vidhu Vinod Chopra
4400,Tamil,30.36,Comedy,Other,15,Other
4600,Malayalam,30.36,Comedy,Prithviraj Sukumaran,35,Other
4100,Hindi,30.34,Drama,Other,6,Other
4100,Kannada,30.34,Family,Other,10,Other
3400,Malayalam,30.26,Drama,Mammootty,1,Other
3400,Telugu,30.26,Comedy,Other,1,Other
5500,Tamil,30.25,Action,Other,25,Other
4200,Hindi,30.24,Crime,Other,7,Other
4200,Hindi,30.24,Crime,Other,10,Raj & DK
5800,Tamil,30.16,Action,Joseph Vijay,30,Other
4300,Hindi,30.1,Action,Ajay Devgn,35,Priyadarshan
3900,Malayalam,30.03,Drama,Other,4,Other
4000,Hindi,30.0,Drama,Other,8,Anubhav Sinha
3700,Tamil,29.97,Action,Other,20,Other
4200,Tamil,29.82,Drama,Suriya,12,Other
11000,Hindi,29.7,Dystopian Sci-Fi,Other,200,Vikas Bahl
3800,Malayalam,29.64,Comedy,Other,2,Other
3900,Tamil,29.64,Drama,Ajith Kumar,10,Other
3900,Telugu,29.64,Biography,Mammootty,25,Other
3700,Gujarati,29.6,Comedy,Other,5,Other
4000,Kannada,29.6,Crime,Other,4,Other
5100,Telugu,29.58,Action,Other,100,Other
4400,Telugu,29.48,Comedy,Ram Charan,40,Other
3500,Telugu,29.4,Time Travel,Other,2,Other
4200,Malayalam,29.4,Action,Other,20,Other
4800,Hindi,29.28,Romantic,Shahid Kapoor,5,Other
7700,Hindi,29.26,Action,Akshay Kumar,60,Other
3900,Malayalam,29.25,Comedy,Other,4,Other
4500,Telugu,29.25,Drama,Other,18,Other
3400,Tamil,29.24,Tragedy,Kamal Haasan,1,Other
4300,Telugu,29.24,Comedy,Vijay Deverakonda,15,Other
3700,Hindi,29.23,Tragedy,Ajay Devgn,5,Other
3700,Telugu,29.23,Boxing,Other,5,Other
3700,Tamil,29.23,Comedy,Other,18,Other
4000,Malayalam,29.2,Comedy,Other,8,Other
4000,Tamil,29.2,Comedy,Kamal Haasan,55,Other
3600,Punjabi,29.16,Drama,Other,7,Other
5400,Telugu,29.16,Action,Vijay Deverakonda,50,Other
5400,Hindi,29.16,Comedy,Other,20,David Dhawan
4700,Hindi,29.14,Crime,Emraan Hashmi,35,Other
6200,Hindi,29.14,Adventure,Ajay Devgn,25,Other
5200,Hindi,29.12,Cop,Salman Khan,23,Other
5200,Hindi,29.12,Action,Kangana Ranaut,80,Vishal Bhardwaj
5100,Tamil,29.07,Comedy,Vijay Sethupathi,15,Other
3500,Telugu,29.05,Action,Other,4,Other
3500,Tamil,29.05,Drama,Other,3,Other
4400,Hindi,29.04,Horror,Other,5,Vikram Bhatt
4400,Tamil,29.04,Horror,Other,18,Other
5000,Hindi,29.0,Action,Other,35,Prabhu Deva
4200,Hindi,28.98,Comedy,Other,8,Other
4600,Hindi,28.98,Drama,Nawazuddin Siddiqui,2,Other
4900,Telugu,28.91,Action,Ravi Teja,40,Other
3900,Tamil,28.86,Comedy,Vijay Sethupathi,12,Other
4000,Telugu,28.8,Action,Other,9,Other
4500,Hindi,28.8,Action,Other,40,Other
5400,Hindi,28.62,Political,Sidharth Malhotra,65,Neeraj Pandey
3800,Kannada,28.5,Crime,Other,8,Other
3800,Tamil,28.5,Action,Rajinikanth,8,K.S. Ravikumar
3700,Telugu,28.49,Comedy,Nani,10,Other
3900,Malayalam,28.47,Drama,Other,8,Jeethu Joseph
3900,Malayalam,28.47,Comedy,Fahadh Faasil,10,Other
3900,Tamil,28.47,Mystery,Other,8,Other
3900,Tamil,28.47,Comedy,Other,10,Other
3900,Tamil,28.47,Action,Ajith Kumar,25,K.S. Ravikumar
3600,Malayalam,28.44,Drama,Fahadh Faasil,5,Lijo Jose Pellissery
5800,Hindi,28.42,Action,Shahid Kapoor,50,Rajkumar Santoshi
4000,Tamil,28.4,Action,Other,8,Other
4000,Hindi,28.4,Action,Sanjay Dutt,7,Other
3300,Tamil,28.38,Drama,Joseph Vijay,6,Other
4500,Tamil,28.35,Action,Vikram,72,Other
4800,Hindi,28.32,Action,Akshay Kumar,6,Other
4800,Hindi,28.32,Comedy,Other,4,Other
5900,Hindi,28.32,Action,Ajay Devgn,20,Other
4100,Telugu,28.29,Fantasy,Other,5,Other
4100,Telugu,28.29,Crime,Other,6,Other
3400,Gujarati,28.22,Comedy,Other,3,Other
3400,Malayalam,28.22,Drama,Mammootty,1,Other
9100,Tamil,28.21,Action,Joseph Vijay,18,Other
3200,Bengali,28.16,Comedy,Other,3,Satyajit Ray
4400,Hindi,28.16,Horror,Other,7,Vikram Bhatt
4200,Hindi,28.14,Action,Other,18,Other
4200,Tamil,28.14,Action,Dhanush,55,K.V. Anand
4200,Telugu,28.14,Family,Other,4,Other
3700,Tamil,28.12,Drama,Other,10,Other
5200,Telugu,28.08,Crime,Other,5,Other
5000,Malayalam,28.0,Action,Other,18,Other
4300,Telugu,27.95,Action,Pawan Kalyan,38,Other
3100,Telugu,27.9,Comedy,Other,8,Other
4500,Telugu,27.9,Drama,Other,5,Other
3400,Tamil,27.88,Drama,Kamal Haasan,3,Other
4100,Telugu,27.88,Romantic,Other,35,Trivikram Srinivas
3700,Bengali,27.75,Comedy,Other,4,Srijit Mukherji
3800,Telugu,27.74,Action,N.T. Rama Rao Jr.,8,S.S. Rajamouli
4700,Hindi,27.73,Comedy,Other,20,Other
4700,Hindi,27.73,Action,Other,70,Other
3300,Malayalam,27.72,Drama,Mohanlal,1,Other
4200,Hindi,27.72,Crime,Other,6,Anurag Kashyap
4200,Hindi,27.72,Comedy,Other,8,Other
4200,Malayalam,27.72,Crime,Other,18,Other
4400,Hindi,27.72,Thriller,Other,2,Other
8400,Hindi,27.72,Comedy,Other,12,Other
3900,Tamil,27.69,Action,Dhanush,28,Other
3900,Malayalam,27.69,Crime,Other,10,Other
3900,Hindi,27.69,Action,Rajkummar Rao,18,Hansal Mehta
3900,Telugu,27.69,Romantic,Allu Arjun,12,Other
4600,Hindi,27.6,Crime,Other,12,Other
5200,Hindi,27.56,Drama,Aditya Roy Kapoor,28,Shaad Ali
3400,Tamil,27.54,Drama,Other,8,Other
5100,Hindi,27.54,Crime,Salman Khan,63,Vipul Amrutlal Shah
4300,Hindi,27.52,Horror,Ajay Devgn,10,Ram Gopal Varma
5000,Hindi,27.5,Drama,Salman Khan,28,Priyadarshan
4900,Hindi,27.44,Crime,Other,35,Other
3700,Telugu,27.38,Horror,Other,14,Other
3800,Hindi,27.36,Action,Anil Kapoor,4,Vidhu Vinod Chopra
3800,Telugu,27.36,Romance,Other,25,Other
3800,Tamil,27.36,Action,Other,18,Other
4800,Hindi,27.36,Comedy,Other,20,Other
