vote_count,original_language,popularity,genres,cast,budget,directors
16000,Hindi,112.0,Romantic,Saif Ali Khan,20,Other
16000,Hindi,112.0,Crime,Other,10,Other
21000,Hindi,111.3,Romance,Alia Bhatt,59,Karan Johar
15000,Hindi,111.0,Action,Other,40,Other
17000,Hindi,110.5,Drama,Shah Rukh Khan,22,Aziz Mirza
15000,Hindi,109.5,Drama,Shahid Kapoor,80,Other
15000,Hindi,109.5,Drama,Other,107,Other
13000,Tamil,109.2,Crime,Other,5,Vetrimaaran
14000,Malayalam,109.2,Horror,Mammootty,27,Other
14000,Hindi,109.2,Crime,Other,15,Sriram Raghavan
16000,Hindi,108.8,Disaster,Sushant Singh Rajput,35,Abhishek Kapoor
17000,Hindi,108.8,Comedy,Abhishek Bachchan,41,Other
15000,Hindi,108.0,Thriller,Other,20,Other
15000,Hindi,108.0,Mystery,Sidharth Malhotra,29,Other
15000,Hindi,108.0,Adventure,Other,12,Other
16000,Hindi,107.2,Action,Saif Ali Khan,29,Raj & DK
16000,Hindi,107.2,Slapstick,Akshay Kumar,32,Priyadarshan
16000,Hindi,107.2,Crime,Ayushmann Khurrana,45,Abhishek Kapoor
15000,Hindi,106.5,Thriller,Other,24,Other
14000,Malayalam,106.4,Action,Mammootty,18,Amal Neerad
14000,Tamil,106.4,Crime,Joseph Vijay,12,Prabhu Deva
24000,Hindi,105.6,Action,Salman Khan,180,Sooraj R. Barjatya
14000,Malayalam,105.0,Political,Mohanlal,30,Other
14000,Hindi,105.0,Drama,Rajkummar Rao,9,Other
14000,Hindi,105.0,Comedy,Rani Mukerji,20,Other
14000,Telugu,105.0,Action,Mahesh Babu,60,Koratala Siva
21000,Hindi,105.0,Action,Salman Khan,65,Other
13000,Hindi,104.0,Crime,Irrfan Khan,10,Vishal Bhardwaj
17000,Hindi,103.7,Comedy,Akshay Kumar,35,Other
14000,Hindi,103.6,Biography,Rajkummar Rao,45,Other
14000,Hindi,103.6,Thriller,Amitabh Bachchan,18,Vipul Amrutlal Shah
14000,Telugu,103.6,Action,Mahesh Babu,40,Other
14000,Hindi,103.6,Comedy,Kamal Haasan,8,Other
24000,Hindi,103.2,Comedy,Ranveer Singh,150,Rohit Shetty
21000,Hindi,102.9,Action,Salman Khan,60,Anees Bazmee
21000,Hindi,102.9,Drama,Taapsee Pannu,30,Anurag Kashyap
13000,Hindi,102.7,Comedy,Other,6,Other
13000,Hindi,102.7,Action,Sushant Singh Rajput,30,Other
16000,Hindi,102.4,Documentary,Shah Rukh Khan,18,Other
16000,Hindi,102.4,Action,Kangana Ranaut,125,Radha Krishna Jagarlamudi
14000,Hindi,102.2,Drama,Salman Khan,2,Sooraj R. Barjatya
14000,Hindi,102.2,Cop,Rani Mukerji,21,Other
14000,Hindi,102.2,Drama,Other,8,Other
14000,Telugu,102.2,Action,Allu Arjun,35,Surender Reddy
17000,Hindi,102.0,Romantic,Vicky Kaushal,40,Other
14000,Hindi,100.8,Action,Other,13,Other
14000,Hindi,100.8,Crime,Amitabh Bachchan,35,Other
21000,Hindi,100.8,Cop,Salman Khan,84,Other
15000,Hindi,100.5,Romantic,Shah Rukh Khan,9,Aziz Mirza
13000,Hindi,100.1,Action,Amitabh Bachchan,38,Other
12000,Tamil,99.6,Comedy,Vijay Sethupathi,2,Other
12000,Tamil,99.6,Action,Rajinikanth,4,Other
11000,Hindi,99.0,History,Other,5,Other
18000,English,99.0,Comedy,Other,20,Other
23000,Hindi,98.9,Action,Other,60,Other
13000,Tamil,98.8,Boxing,Madhavan,15,Other
14000,Hindi,98.0,Comedy,Shahid Kapoor,12,Priyadarshan
13000,Hindi,97.5,Drama,Amitabh Bachchan,40,R Balki
18000,Hindi,97.2,Action,Saif Ali Khan,94,Abbas-Mustan
14000,Hindi,96.6,Comedy,Other,19,Other
13000,Hindi,96.2,Comedy,Other,25,Anurag Basu
13000,Hindi,96.2,Comedy,Other,10,Other
12000,Malayalam,96.0,Drama,Other,12,Other
12000,Malayalam,96.0,Action,Other,6,Other
12000,Hindi,96.0,Action Epic,Amitabh Bachchan,1,Yash Chopra
15000,Hindi,96.0,Fairy Tale,Shah Rukh Khan,24,Other
18000,Hindi,95.4,Quest,Akshay Kumar,150,Other
17000,Hindi,95.2,Comedy,Akshay Kumar,30,Other
12000,Telugu,94.8,Comedy,Other,28,Vikram K. Kumar
16000,Hindi,94.4,Drama,Rajkummar Rao,40,Other
12000,Tamil,93.6,Drama,Other,8,Other
12000,Telugu,93.6,Action,Other,6,Other
13000,Hindi,93.6,Crime,Other,40,Other
13000,Tamil,93.6,Action,Rajinikanth,160,Karthik Subbaraj
13000,Hindi,93.6,Cop,John Abraham,48,Nikkhil Advani
13000,Hindi,93.6,Crime,Rani Mukerji,18,Other
49000,Hindi,93.1,Action,Anil Kapoor,185,Other
15000,Tamil,93.0,Cop,Mohanlal,60,Other
14000,Tamil,92.4,Martial Arts,Suriya,80,A.R. Murugadoss
13000,Hindi,92.3,Comedy,Irrfan Khan,22,Other
13000,Hindi,92.3,Comedy,Amitabh Bachchan,30,R Balki
17000,Hindi,91.8,Action,Akshay Kumar,45,Other
15000,Tamil,91.5,Crime,Rajinikanth,100,Other
11000,Malayalam,91.3,Comedy,Fahadh Faasil,4,Other
12000,Tamil,91.2,Action,Suriya,18,K.V. Anand
12000,Hindi,91.2,Comedy,Other,1,Other
12000,Hindi,91.2,Thriller,Other,5,Other
16000,Hindi,91.2,Comedy,Akshay Kumar,60,Other
11000,Tamil,90.2,Action,Other,40,Vetrimaaran
22000,Hindi,90.2,Action Epic,Aamir Khan,310,Other
12000,Telugu,90.0,Action,N.T. Rama Rao Jr.,4,Sukumar
15000,Hindi,90.0,Romantic,Varun Dhawan,33,Other
13000,Hindi,89.7,Drama,Other,18,Other
13000,Telugu,89.7,Action,Pawan Kalyan,90,Other
14000,Hindi,89.6,Romantic,Kartik Aaryan,25,Other
14000,Hindi,89.6,Comedy,Irrfan Khan,45,Priyadarshan
14000,Hindi,89.6,Martial Arts,Akshay Kumar,82,Other
14000,Tamil,89.6,Action,Suriya,75,Other
11000,Malayalam,89.1,Comedy,Other,3,Other
12000,Hindi,88.8,Romance,Aamir Khan,1,Other
13000,Hindi,88.4,Crime,John Abraham,38,Kabir Khan
17000,Hindi,88.4,Cop,Salman Khan,180,Other
11000,Malayalam,88.0,Psychological,Other,12,Other
11000,Tamil,88.0,Action,Other,5,Other
11000,Tamil,88.0,Action,Other,100,Karthik Subbaraj
11000,Telugu,88.0,Action,Mahesh Babu,8,Other
22000,Hindi,88.0,History,Salman Khan,135,Kabir Khan
12000,Hindi,86.4,Action,Aamir Khan,8,Vikram Bhatt
12000,Telugu,86.4,Crime,Mahesh Babu,35,Puri Jagannadh
13000,Hindi,85.8,Comedy,Anil Kapoor,20,Anees Bazmee
14000,Hindi,85.4,Comedy,Akshay Kumar,40,Priyadarshan
14000,Hindi,85.4,Romantic,Varun Dhawan,39,Other
11000,Tamil,84.7,Legal,Ajith Kumar,55,H. Vinoth
13000,Hindi,84.5,Action,Aditya Roy Kapoor,70,Mohit Suri
14000,English,84.0,Romance,Hrithik Roshan,82,Anurag Basu
11000,Hindi,83.6,Martial Arts,Other,21,Other
19000,Hindi,83.6,Drama,Other,20,Other
13000,Kannada,83.2,Drama,Other,12,Other
9800,Kannada,82.32,Crime,Rakshit Shetty,4,Other
10000,Telugu,82.0,Romantic,Other,8,Other
9200,Malayalam,81.88,Action,Mohanlal,0,Other
12000,Hindi,81.6,Comedy,Aamir Khan,12,Indra Kumar
12000,Tamil,81.6,Comedy,Sivakarthikeyan,38,Other
12000,Hindi,81.6,Action,Other,38,Other
11000,Hindi,81.4,Romantic,Aamir Khan,5,Ram Gopal Varma
14000,Hindi,81.2,Comedy,Salman Khan,28,David Dhawan
13000,Hindi,80.6,Comedy,Ranbir Kapoor,23,Siddharth Anand
11000,Hindi,80.3,Action,Rani Mukerji,30,Other
11000,Hindi,80.3,Biography,Rani Mukerji,35,Other
11000,Tamil,80.3,Action,Dhanush,47,Other
11000,Hindi,80.3,Comedy,John Abraham,9,Milan Luthria
11000,Telugu,80.3,Action,Vijay Deverakonda,34,Other
11000,Tamil,80.3,Action,Kamal Haasan,60,K.S. Ravikumar
11000,Hindi,80.3,Comedy,Vidya Balan,19,Other
11000,Hindi,80.3,Action,Other,2,Other
11000,Tamil,80.3,Action,Ajith Kumar,50,Gautham Vasudev Menon
14000,Hindi,79.8,Action,Akshay Kumar,110,Other
21000,English,79.8,Adventure,Other,25,Other
9600,Tamil,79.68,Action,Other,15,Mani Ratnam
13000,Tamil,79.3,Action,Joseph Vijay,60,Other
11000,Hindi,79.2,Crime,Abhay Deol,32,Dibakar Banerjee
11000,Hindi,79.2,Comedy,Other,10,Other
36000,Kannada,79.2,Action,Other,120,Other
10000,Malayalam,79.0,Crime,Kunchacko Boban,5,Other
10000,Hindi,79.0,Documentary,Other,1,Other
11000,Telugu,78.1,Action,Mahesh Babu,100,Vamshi Paidipally
11000,Hindi,78.1,Drama,Other,18,Other
11000,Hindi,78.1,Spy,Other,35,Other
11000,Hindi,78.1,Crime,Amitabh Bachchan,18,Other
10000,Hindi,78.0,Action,Other,0,Other
12000,Telugu,78.0,Action,Other,40,Other
12000,Hindi,78.0,Drama,Rajkummar Rao,30,Anubhav Sinha
9900,Malayalam,77.22,Comedy,Other,10,Other
9900,Hindi,77.22,Crime,Other,6,Other
11000,Tamil,77.0,Action,Ajith Kumar,60,Other
9600,Malayalam,76.8,Crime,Kunchacko Boban,4,Other
12000,Hindi,76.8,Comedy,Vidya Balan,40,Other
12000,Hindi,76.8,Adventure,Ranbir Kapoor,131,Anurag Basu
12000,Hindi,76.8,Comedy,Amitabh Bachchan,20,Other
9400,Tamil,76.14,Cop,Other,12,Other
10000,Malayalam,76.0,Action,Mammootty,28,Other
10000,Hindi,76.0,Drama,Other,35,Other
10000,Telugu,76.0,Action,Mahesh Babu,30,Trivikram Srinivas
11000,Hindi,75.9,Martial Arts,Akshay Kumar,160,Other
11000,Hindi,75.9,Drama,Akshay Kumar,80,Other
11000,Hindi,75.9,Comedy,Ayushmann Khurrana,20,Other
8900,Tamil,75.65,Biography,Other,2,Other
9000,Tamil,75.6,Political,Other,15,S. Shankar
9000,Tamil,75.6,Crime,Kamal Haasan,18,Jeethu Joseph
12000,Telugu,75.6,Action,Mahesh Babu,125,A.R. Murugadoss
12000,Tamil,75.6,Crime,Joseph Vijay,60,Other
9300,Telugu,75.33,Action,Allu Arjun,18,Radha Krishna Jagarlamudi
16000,Kannada,75.2,Action,Other,120,Other
8500,Telugu,74.8,Drama,Other,0,Other
9200,Hindi,74.52,History,Other,1,Other
12000,Hindi,74.4,Crime,Madhavan,18,Other
10000,Malayalam,74.0,Crime,Tovino Thomas,12,Other
10000,Tamil,74.0,Action,Sivakarthikeyan,60,Other
8500,Tamil,73.95,Action,Kamal Haasan,2,Other
8900,Hindi,73.87,Romance,Other,0,Other
9700,Hindi,73.72,Action,Amitabh Bachchan,3,Other
11000,Hindi,73.7,Drama,Shahid Kapoor,8,Sooraj R. Barjatya
11000,Hindi,73.7,Drama,Other,35,Other
11000,Telugu,73.7,Horror,Other,8,Other
9300,Tamil,73.47,Coming-of-Age,Other,35,Other
12000,Hindi,73.2,Action Epic,Ajay Devgn,125,Other
12000,Tamil,73.2,Action,Ajith Kumar,45,Other
10000,Telugu,73.0,Action,Pawan Kalyan,55,Trivikram Srinivas
10000,Telugu,73.0,Action,N.T. Rama Rao Jr.,95,Trivikram Srinivas
9100,Hindi,72.8,Boxing,Other,10,Other
13000,Hindi,72.8,Action,Hrithik Roshan,138,Ashutosh Gowariker
13000,Hindi,72.8,Comedy,Sidharth Malhotra,70,Indra Kumar
9700,Hindi,72.75,Comedy,Madhavan,13,Gautham Vasudev Menon
9200,Tamil,72.68,Horror,Vijay Sethupathi,1,Karthik Subbaraj
11000,Hindi,72.6,Drama,Vidya Balan,18,Milan Luthria
11000,Telugu,72.6,Martial Arts,Nani,65,Other
8500,Hindi,72.25,Sports,Other,40,Other
8800,Telugu,72.16,Comedy,Other,1,Other
10000,Hindi,72.0,Action,Irrfan Khan,32,Nikkhil Advani
11000,Tamil,71.5,Action,Dhanush,100,Other
11000,Hindi,71.5,Biography,Aamir Khan,38,Other
11000,Tamil,71.5,Action,Ajith Kumar,100,Siva
11000,Tamil,71.5,Action,Rajinikanth,140,Other
8700,Kannada,71.34,Crime,Other,10,Other
9000,Tamil,71.1,Action,Dhanush,18,Other
10000,Hindi,71.0,Road Trip,Irrfan Khan,20,Other
8400,Tamil,70.56,Action,Dhanush,12,K. Selvaraghavan
9800,Hindi,70.56,Drama,Vidya Balan,14,Other
8600,Tamil,70.52,Drama,Other,6,Other
16000,Hindi,70.4,Action,John Abraham,80,Mohit Suri
9500,Hindi,70.3,Horror,Madhavan,12,Vikram K. Kumar
9900,Hindi,70.29,Action,Other,15,Priyadarshan
9600,Hindi,70.08,Comedy,John Abraham,10,Anurag Kashyap
9600,Hindi,70.08,Action,Ajay Devgn,22,Mani Ratnam
9100,Hindi,70.07,Drama,Other,47,Other
8300,Tamil,69.72,Action,Kamal Haasan,18,Other
8500,Kannada,69.7,Drama,Rakshit Shetty,8,Other
12000,Tamil,69.6,Action,Joseph Vijay,70,Other
8200,Marathi,68.88,Drama,Other,12,Other
8400,Tamil,68.88,Action,Other,20,K.S. Ravikumar
8400,Hindi,68.88,Drama,Other,8,Other
8600,Malayalam,68.8,Crime,Fahadh Faasil,3,Other
9400,Hindi,68.62,Martial Arts,Other,15,Other
9000,Telugu,68.4,Romance,Nani,30,Other
9100,Hindi,68.25,Crime,Abhay Deol,4,Other
8600,Tamil,67.94,Action,Kamal Haasan,22,Gautham Vasudev Menon
9300,Malayalam,67.89,Drama,Fahadh Faasil,35,Other
9300,Malayalam,67.89,Action,Other,6,Lijo Jose Pellissery
13000,Tamil,67.6,Action,Ajith Kumar,120,Siva
9000,Malayalam,67.5,Comedy,Other,3,Other
9000,Hindi,67.5,Comedy,Other,3,Other
15000,Tamil,67.5,Action Epic,Suriya,350,Siva
8100,Tamil,67.23,Comedy,Other,2,Other
8300,Tamil,67.23,Action,Other,4,Lokesh Kanagaraj
11000,Hindi,67.1,Action,Shah Rukh Khan,18,Other
10000,Hindi,67.0,Comedy,Amitabh Bachchan,45,Vikas Bahl
10000,Hindi,67.0,Comedy,Amitabh Bachchan,30,Vipul Amrutlal Shah
10000,Tamil,67.0,Action,Other,80,Other
7600,Marathi,66.88,Drama,Other,4,Other
8900,Malayalam,66.75,Legal,Mohanlal,35,Jeethu Joseph
18000,Hindi,66.6,Drama,Alia Bhatt,150,Other
8300,Malayalam,66.4,Crime,Prithviraj Sukumaran,5,Jeethu Joseph
8500,Kannada,66.3,Action,Other,20,Upendra
8500,Telugu,66.3,Action,Allu Arjun,4,Sukumar
9300,Telugu,66.03,Crime,Other,5,Other
10000,Hindi,66.0,Drama,Other,15,Other
11000,Hindi,66.0,Comedy,Ranveer Singh,22,Maneesh Sharma
11000,Telugu,66.0,Comedy,Other,100,Other
7900,Tamil,65.57,Action,Vikram,18,Other
8300,Malayalam,65.57,Suspense,Prithviraj Sukumaran,5,Other
9500,Hindi,65.55,Comedy,Taapsee Pannu,35,Anurag Kashyap
9100,Hindi,65.52,Crime,Other,65,Other
9600,Hindi,65.28,Comedy,Varun Dhawan,35,Other
13000,Hindi,65.0,Action,Other,60,Other
11000,English,64.9,Crime,Other,60,Hansal Mehta
11000,Hindi,64.9,Comedy,Akshay Kumar,38,Priyadarshan
11000,Punjabi,64.9,Comedy,Other,20,Other
11000,Hindi,64.9,Comedy,Imran Khan,32,Ali Abbas Zafar
8000,Telugu,64.8,Mystery,Other,9,Other
8100,English,64.8,Drama,Other,5,Other
9000,Telugu,64.8,Action,Chiranjeevi,270,Surender Reddy
7800,Tamil,64.74,Drama,Madhavan,8,Mani Ratnam
7700,Tamil,64.68,Political,Mohanlal,6,Mani Ratnam
8400,Tibetan,64.68,Adventure,Other,12,Other
8400,Telugu,64.68,Cop,Ram Charan,50,Surender Reddy
8500,Tamil,64.6,Comedy,Dulquer Salmaan,8,Other
28000,Hindi,64.4,Action,Other,90,Other
8000,Tamil,64.0,Action,Karthi,32,K. Selvaraghavan
9400,Hindi,63.92,Crime,John Abraham,60,Nishikant Kamat
7700,Hindi,63.91,Drama,Other,10,Other
9000,Hindi,63.9,Action,Other,20,Other
11000,Hindi,63.8,Comedy,Ayushmann Khurrana,30,Other
8600,Malayalam,63.64,Serial Killer,Tovino Thomas,18,Other
8600,Hindi,63.64,Tragedy,Emraan Hashmi,18,Mohit Suri
8600,Hindi,63.64,Action,Other,2,Other
8800,Telugu,63.36,Action,N.T. Rama Rao Jr.,70,Koratala Siva
7800,Hindi,63.18,Romantic,Other,0,Other
8100,Hindi,63.18,Biography,Other,12,Hansal Mehta
8200,Hindi,63.14,Romance,Other,18,Other
8300,Hindi,63.08,Drama,Aamir Khan,8,Other
9000,Telugu,63.0,Action,Nani,90,Other
10000,Hindi,63.0,Drama,Other,17,Sooraj R. Barjatya
10000,Telugu,63.0,Action,Pawan Kalyan,75,Other
21000,Hindi,63.0,Cop,Salman Khan,100,Prabhu Deva
8500,Telugu,62.9,Comedy,Other,8,Other
7300,Malayalam,62.78,Action,Mohanlal,1,Other
7300,Tamil,62.78,Comedy,Joseph Vijay,2,Other
11000,Hindi,62.7,Parody,Other,40,Rohit Shetty
11000,Hindi,62.7,Cop,Ajay Devgn,70,Rohit Shetty
12000,English,62.4,Anime,Other,200,Other
12000,Hindi,62.4,Comedy,Ayushmann Khurrana,85,Other
7700,Malayalam,62.37,Action,Other,25,Other
7700,Tamil,62.37,Drama,Other,5,Other
7600,Kannada,62.32,Comedy,Rakshit Shetty,4,Other
8900,Hindi,62.3,Action,Akshay Kumar,3,Other
8300,Tamil,62.25,Action,Karthi,50,Other
8500,Kannada,62.05,Action,Other,60,Other
8500,Tamil,62.05,Action,Ajith Kumar,25,Other
10000,Hindi,62.0,Action,Shah Rukh Khan,12,Rakesh Roshan
8700,Telugu,61.77,Drama,Other,58,Other
8700,Hindi,61.77,Action,Akshay Kumar,63,Other
8000,Punjabi,61.6,Animation,Other,20,Other
11000,Telugu,61.6,Action,Mahesh Babu,75,Other
7600,Tamil,61.56,Action,Dhanush,8,Vetrimaaran
8100,Telugu,61.56,Crime,Other,6,Other
8200,Hindi,61.5,Action,Saif Ali Khan,7,Sriram Raghavan
12000,Hindi,61.2,Action,Akshay Kumar,70,Other
9700,Telugu,61.11,Biography,Mammootty,50,Other
9400,Hindi,61.1,Comedy,Ajay Devgn,75,Other
8600,Malayalam,61.06,Action,Mohanlal,30,Other
16000,Tamil,60.8,Action,Kamal Haasan,250,S. Shankar
7500,Bengali,60.75,Drama,Other,0,Satyajit Ray
8300,Tamil,60.59,Action,Other,60,Gautham Vasudev Menon
9600,Hindi,60.48,Comedy,Akshay Kumar,18,Vikram Bhatt
9300,Malayalam,60.45,Action Epic,Mohanlal,180,Other
8600,Hindi,60.2,Comedy,Other,18,Other
9400,Hindi,60.16,Comedy,Other,30,Other
7500,Kannada,60.0,Drama,Other,3,Other
8000,Telugu,60.0,Action,Allu Arjun,25,Sukumar
10000,Hindi,60.0,Action,Saif Ali Khan,85,Kabir Khan
12000,Hindi,60.0,Action,Ajay Devgn,100,Rohit Shetty
12000,Hindi,60.0,Comedy,Other,40,Other
8100,Hindi,59.94,Comedy,Abhay Deol,8,Imtiaz Ali
9200,Tamil,59.8,Action,Ajith Kumar,45,Siva
8500,Hindi,59.5,Slapstick,Other,7,Priyadarshan
9900,Tamil,59.4,Thriller,Vikram,100,Other
11000,Hindi,59.4,Action,Other,50,Other
11000,Marathi,59.4,Biography,Other,25,Other
8600,Tamil,59.34,Drama,Taapsee Pannu,12,Other
9400,Hindi,59.22,Thriller,Akshay Kumar,18,Other
7400,Kannada,59.2,Action,Other,5,Other
8000,Telugu,59.2,Action,N.T. Rama Rao Jr.,35,Puri Jagannadh
6800,Malayalam,59.16,Action,Mohanlal,2,Other
6500,Telugu,59.15,Comedy,Other,0,Other
7300,Tamil,59.13,Drama,Other,15,Gautham Vasudev Menon
8800,Telugu,58.96,Action,Allu Arjun,65,Other
8800,Malayalam,58.96,Action,Mohanlal,25,Other
7300,Malayalam,58.4,Tech,Other,7,Other
8000,Punjabi,58.4,Comedy,Other,21,Other
8100,Hindi,58.32,Thriller,Other,8,Vivek Agnihotri
11000,Hindi,58.3,Martial Arts,Other,37,Other
8800,Telugu,58.08,Crime,Other,20,Other
10000,Hindi,58.0,Action,John Abraham,85,Sanjay Gupta
10000,Hindi,58.0,Romantic,Sushant Singh Rajput,25,Maneesh Sharma
9200,Hindi,57.96,Comedy,Other,35,Dibakar Banerjee
9500,Hindi,57.95,Parody,Salman Khan,40,Other
8600,Hindi,57.62,Comedy,Shah Rukh Khan,2,Aziz Mirza
7200,Tamil,57.6,Action,Suriya,8,Gautham Vasudev Menon
12000,Hindi,57.6,Action,Other,70,Other
11000,Hindi,57.2,Action,Other,25,Other
11000,Hindi,57.2,Comedy,Other,35,Other
11000,Hindi,57.2,Documentary,Other,60,Other
10000,Tamil,57.0,Cop,Other,3,Other
10000,Hindi,57.0,Time Travel,Other,8,Other
7700,Hindi,56.98,Comedy,Amitabh Bachchan,35,Other
8500,Hindi,56.95,Drama,Other,20,Rajkumar Santoshi
8600,Hindi,56.76,Comedy,Other,25,Rajkumar Santoshi
7000,Tamil,56.7,Drama,Other,8,Other
8100,Tamil,56.7,Slapstick,Joseph Vijay,45,Other
8200,Tamil,56.58,Cop,Suriya,15,Hari
6500,Malayalam,56.55,Drama,Mammootty,15,Other
8700,Hindi,56.55,Action,John Abraham,35,Nishikant Kamat
7500,Telugu,56.25,Comedy,Other,50,Other
7600,Tamil,56.24,Comedy,Joseph Vijay,10,Other
7800,Hindi,56.16,Drama,Sanjay Dutt,3,Other
11000,Kannada,56.1,Action,Other,45,Other
11000,Hindi,56.1,Comedy,Rajkummar Rao,45,Other
8900,Tamil,56.07,Action,Ajith Kumar,60,Siva
10000,Hindi,56.0,Action,Ajay Devgn,70,Rohit Shetty
6500,Malayalam,55.9,Comedy,Mohanlal,0,Priyadarshan
8600,Tamil,55.9,Action,Dhanush,100,Other
9000,Hindi,55.8,Comedy,Shah Rukh Khan,25,Aziz Mirza
6800,Tamil,55.76,Drama,Vikram,20,Other
8200,Telugu,55.76,Action,Other,40,Other
8200,Hindi,55.76,Comedy,Other,18,Other
8400,Hindi,55.44,Comedy,Other,12,Other
8500,Hindi,55.25,Comedy,Saif Ali Khan,40,Other
8500,Hindi,55.25,Action,Other,16,Other
9500,Telugu,55.1,Action,Mahesh Babu,75,Other
9500,Malayalam,55.1,Action,Mohanlal,100,Priyadarshan
8100,Malayalam,55.08,Action,Mammootty,25,Other
8100,Hindi,55.08,Drama,Kangana Ranaut,49,Other
9800,Hindi,54.88,Drama,Other,45,Nikkhil Advani
7600,Tamil,54.72,Action,Rajinikanth,19,Other
7000,Bengali,54.6,Drama,Other,0,Satyajit Ray
8400,Hindi,54.6,Drama,Akshay Kumar,9,Other
6200,Malayalam,54.56,Comedy,Mohanlal,0,Other
6900,Malayalam,54.51,Action,Other,5,Lijo Jose Pellissery
6800,Malayalam,54.4,Crime,Other,5,Other
8000,Hindi,54.4,Drama,Other,14,Shaad Ali
16000,Hindi,54.4,Action,John Abraham,70,Other
16000,Hindi,54.4,Drama,Other,35,Vidhu Vinod Chopra
8100,Hindi,54.27,Drama,Amitabh Bachchan,45,R Balki
6600,Tamil,54.12,Comedy,Vijay Sethupathi,2,Other
8200,Telugu,54.12,Action,Allu Arjun,50,Other
15000,Hindi,54.0,Action,Akshay Kumar,165,Farhad Samji
7600,Telugu,53.96,Crime,Other,18,Other
6500,Malayalam,53.95,Comedy,Mammootty,6,Other
8700,Hindi,53.94,Drama,Other,48,Other
7700,Hindi,53.9,Drama,Amitabh Bachchan,45,Sooraj R. Barjatya
11000,Hindi,53.9,Comedy,Akshay Kumar,85,Farhad Samji
8800,Malayalam,53.68,Action,Dulquer Salmaan,50,Other
8800,Hindi,53.68,Action,Aamir Khan,6,Other
8000,Hindi,53.6,Crime,Amitabh Bachchan,35,Ram Gopal Varma
7500,Telugu,53.25,Action,Pawan Kalyan,30,Other
7500,Hindi,53.25,Adventure,Other,20,Other
7600,Hindi,53.2,Comedy,Other,30,Other
6700,Malayalam,52.93,Comedy,Other,5,Other
6700,Tamil,52.93,Action,Other,25,K.V. Anand
6000,Telugu,52.8,Romantic,Other,6,Other
8500,Hindi,52.7,Romantic,Saif Ali Khan,23,Siddharth Anand
6500,Malayalam,52.65,Mystery,Mammootty,0,Other
7100,Tamil,52.54,Romantic,Dulquer Salmaan,15,Mani Ratnam
8900,Telugu,52.51,Action,Ram Charan,35,Vamshi Paidipally
7600,Hindi,52.44,Crime,Emraan Hashmi,12,Other
7600,Telugu,52.44,Action,Ravi Teja,35,Other
6800,Malayalam,52.36,Crime,Other,12,Other
6700,Hindi,52.26,Comedy,Other,8,Other
7800,Hindi,52.26,Action,Other,2,Other
6000,Tamil,52.2,Drama,Other,8,Other
8700,Telugu,52.2,Comedy,Other,8,Other
6600,Tamil,52.14,Romantic,Other,8,Other
8400,Hindi,52.08,Romantic,Abhishek Bachchan,20,Shaad Ali
6500,Telugu,52.0,Comedy,Other,50,Vamshi Paidipally
6400,Bengali,51.84,Action,Other,4,Srijit Mukherji
7200,Tamil,51.84,Action,Other,50,Mani Ratnam
7100,Hindi,51.83,Drama,Other,7,Other
7300,Telugu,51.83,Action,Allu Arjun,50,Trivikram Srinivas
11000,Hindi,51.7,Drama,Kartik Aaryan,32,Imtiaz Ali
6700,Hindi,51.59,Tragedy,Other,10,Nishikant Kamat
7800,Hindi,51.48,Action,Sanjay Dutt,32,Vidhu Vinod Chopra
9700,Hindi,51.41,Parody,Ajay Devgn,40,Rohit Shetty
6500,Telugu,51.35,Drama,Other,3,Sekhar Kammula
7000,Telugu,51.1,Heist,Allu Arjun,40,Trivikram Srinivas
8800,Hindi,51.04,Comedy,Kartik Aaryan,35,Other
6300,Telugu,51.03,Thriller,Other,2,Other
8100,Hindi,51.03,Thriller,Emraan Hashmi,13,Mohit Suri
7500,Hindi,51.0,Comedy,Other,7,Other
10000,Hindi,51.0,Action,Varun Dhawan,41,David Dhawan
6600,Malayalam,50.82,Comedy,Other,4,Other
8900,Hindi,50.73,Romantic,Imran Khan,24,Other
11000,Hindi,50.6,Drama,Other,41,Other
23000,Hindi,50.6,Action,Other,80,Other
6400,Hindi,50.56,Drama,Other,5,Nagesh Kukunoor
7900,Tamil,50.56,Cop,Suriya,45,Hari
7000,Hindi,50.4,Crime,Kangana Ranaut,8,Anurag Basu
8400,Hindi,50.4,Political,Other,35,Other
6800,Telugu,50.32,Action,Pawan Kalyan,25,Trivikram Srinivas
6800,Tamil,50.32,Romance,Dhanush,18,Other
6200,Telugu,50.22,Romantic,Pawan Kalyan,12,Other
7600,Hindi,50.16,Fantasy,Other,30,Other
8800,Hindi,50.16,Action,Sidharth Malhotra,55,Other
8200,Hindi,50.02,Comedy,Shahid Kapoor,35,Other
8900,Hindi,49.84,Action,Shah Rukh Khan,10,Other
6000,Hindi,49.8,Comedy,Other,1,Other
6300,Tamil,49.77,Action,Kamal Haasan,12,Other
7900,Hindi,49.77,Drama,Other,8,Other
6900,Hindi,49.68,Crime,Other,8,Other
6200,Telugu,49.6,Drama,Other,18,Other
8000,Telugu,49.6,Action,Chiranjeevi,140,Other
7400,Telugu,49.58,Horror,Other,15,Other
8200,Malayalam,49.2,Horror,Mammootty,25,Other
7000,Hindi,49.0,Comedy,Other,5,Other
6200,Telugu,48.98,Action,Ravi Teja,140,Surender Reddy
